fish,event,set,troughIn,troughOut,gearDepth,gearType,fl,circ,hookLoc,clip,dna,gill,scaleBook,scaleNumber,pitLeader,pitID,floy,acoustic,acousticType,injury,scaleLoss,finDam,E1,E2,vor,tailGrab,bodyFlex,vent,ori,comment
CK509,CT2020_194,194,1222,1224,24,flasher,40,22,corner,Y,20_299,NA,8037,41-45,989.0010333,96597,NA,NA,NA,0,0,0,1.2,0.9,0,0,0,0,0,
CK510,CT2020_195,195,1240,1243,16,flasher,66,36,corner,N,20_300,NA,8037,46-50,989.0010333,96617,201,17345,V9,0,1,1,5.3,5.8,0,0,0,0,0,V7 due to size; RECAPTURED (see file)
CK511,CT2020_195,195,1245,1250,20,spoon,70,43,corner,N,20_301,158,8032,5-Jan,989.0010333,96914,205,10030,V13P,0,0,1,8,6.2,0,0,0,0,0,
CK512,CT2020_195,195,1250,1254,24,flasher,72,41,corner,Y,20_302,159,8032,10-Jun,989.0010333,96900,206,10031,V13P,0,1,1,6.8,6.7,0,0,0,0,0,
CK513,CT2020_197,197,1400,1403,24,flasher,52,29,corner,Y,20_303,NA,8032,15-Nov,989.0010333,96902,NA,NA,NA,0,0,0,3,3.1,0,0,0,0,0,
CK514,CT2021_003,3,855,859,18,flasher,71,40,eye,Y,21_001,NA,8034,5-Jan,989.0010333,96886,NA,NA,NA,3,1,1,10,12.6,0,0,0,0,0,
CK515,CT2021_011,11,1246,1250,16,spoon,60,31,corner,Y,21_002,NA,8034,10-Jun,989.0010333,96926,NA,NA,NA,0,0,1,0.4,0.4,0,0,0,0,0,
CK516,CT2021_012,12,1310,1317,24,flasher,81,46,corner,Y,21_003,200,8034,15-Nov,989.0010333,96921,208,10033,V13P,2,2,1,4.1,4.6,0,0,0,0,0,
CK517,CT2021_012,12,1325,1329,18,flasher,52,30,corner,N,21_004,NA,8034,16-20,989.0010333,96879,NA,NA,NA,2,0,0,0.7,1,0,0,0,0,0,
CK550,CT2021_019,19,744,746,24,flasher,64,34,corner,Y,21_021,NA,8033,5-Jan,989.0010333,96880,NA,NA,NA,2,1,1,0.7,0.7,0,0,0,0,0,517 fish ID was reused from previous trip so out of order
CK518,CT2021_019,19,751,754,20,spoon,52,26,lower jaw,Y,21_022,NA,8033,10-Jun,989.0010333,96910,NA,NA,NA,1,0,1,1.2,1.5,0,0,0,0,0,
CK519,CT2021_019,19,755,757,20,spoon,55,30,corner,Y,21_023,NA,8033,15-Nov,989.0010333,96866,NA,NA,NA,1,0,0,1,1.1,0,0,0,0,0,
CK520,CT2021_019,19,759,804,16,flasher,65,39,corner,Y,21_024,201,8033,16-20,989.0010333,96924,207,10032,V13P,0,0,1,0.9,1.1,0,0,0,0,0,
CK521,CT2021_020,20,805,808,22,flasher,62,33,corner,Y,21_025,NA,8033,21-25,989.0010333,96919,NA,NA,NA,1,0,1,0.5,0.5,0,0,0,0,0,
CK522,CT2021_020,20,811,814,16,flasher,54,28,corner,Y,21_026,NA,8033,26-30,989.0010333,96849,NA,NA,NA,1,1,1,0.3,0.3,0,0,0,0,0,
CK523,CT2021_020,20,812,818,22,flasher,64,35,corner,Y,21_027,NA,8033,31-35,989.0010333,96887,NA,NA,NA,1,0,0,0.5,0.5,0,0,0,0,0,
CK524,CT2021_020,20,822,828,22,flasher,69,39,lower jaw,N,21_028,202,8033,36-40,989.0010333,96930,209,10034,V13P,1,1,1,4.2,4,0,0,0,0,0,
CK525,CT2021_020,20,829,832,22,flasher,58,30,corner,N,21_029,NA,8033,41-45,989.0010333,96901,NA,NA,NA,1,0,0,1.9,1.9,0,0,0,0,0,
CK526,CT2021_021,21,832,835,22,flasher,57,31,corner,Y,21_030,NA,8033,46-50,989.0010333,96911,NA,NA,NA,0,0,1,1.7,2.5,0,0,0,0,0,
CK527,CT2021_021,21,836,842,16,flasher,68,40,corner,Y,21_031,203,8042,5-Jan,989.0010333,96931,210,10035,V13P,1,0,0,3.7,3.5,0,0,0,0,0,
CK528,CT2021_021,21,842,846,22,flasher,65,36,lower jaw,Y,21_032,NA,8042,10-Jun,989.0010333,96905,NA,NA,NA,2,0,0,2.3,1.9,0,0,0,0,0,old wound; manky
CK529,CT2021_021,21,859,904,22,flasher,67,38,corner,Y,21_033,204,8042,15-Nov,989.0010333,96920,215,10036,V13P,0,1,1,3.1,2.5,0,0,0,0,0,
CK530,CT2021_022,22,907,909,22,flasher,58,33,corner,Y,21_034,NA,8042,16-20,989.0010333,96927,NA,NA,NA,2,0,0,0.6,0.8,0,0,0,0,0,old wound; manky
CK531,CT2021_022,22,914,919,22,flasher,69,38,snout,N,21_035,205,8042,21-25,989.0010333,96981,214,10038,V13P,0,2,1,2.7,2.7,0,0,0,0,0,
CK532,CT2021_023,23,943,946,16,spoon,60,33,corner,Y,21_036,NA,8042,26-30,989.0010333,96834,NA,NA,NA,1,1,2,0.9,1.2,0,0,0,0,0,
CK533,CT2021_024,24,1010,1013,24,flasher,63,33,lower jaw,Y,21_037,NA,8042,31-35,989.0010333,96869,NA,NA,NA,1,1,2,1.1,0.9,0,0,0,0,0,
CK534,CT2021_025,25,1050,1055,22,flasher,73,43,corner,N,21_038,206,8042,36-40,989.0010333,96853,216,10037,V13P,0,0,1,1.9,1.9,0,0,0,0,0,
CK535,CT2021_026,26,NA,NA,22,flasher,67,37,corner,Y,21_039,NA,8042,41-45,989.0010333,NA,NA,NA,NA,NA,NA,NA,4.1,4.2,NA,NA,NA,NA,NA,dead
CK536,CT2021_026,26,1116,1120,24,flasher,58,31,eye,Y,21_040,NA,8042,46-50,989.0010333,96873,NA,NA,NA,2,1,1,1,1.4,0,0,0,0,0,
CK537,CT2021_026,26,NA,NA,24,flasher,58,33,corner,Y,21_041,NA,8043,5-Jan,989.0010333,NA,NA,NA,NA,NA,NA,NA,1.5,1.4,NA,NA,NA,NA,NA,dead
CK538,CT2021_030,30,1317,1321,24,flasher,87,53,snout,Y,21_042,NA,8043,10-Jun,989.0010333,96844,NA,10006,V13P_redeploy,2,0,1,9.8,9.7,0,0,0,0,0,blood so redeployed old tag; missed floy ID
CK539,CT2021_031,31,1359,1403,16,flasher,73,41,corner,Y,21_043,207,8043,15-Nov,989.0010333,96852,217,10039,V13P,1,0,1,5.1,5.5,0,0,0,0,0,
CK540,CT2021_032,32,1404,1410,20,spoon,80,48,corner,N,21_044,208,8043,16-20,989.0010333,96875,219,10041,V13P,0,1,1,13.4,10.2,0,0,0,0,0,
CK541,CT2021_032,32,1410,1413,24,flasher,64,37,corner,Y,21_045,NA,8043,21-25,989.0010333,96874,NA,NA,NA,2,1,3,2.8,3.8,0,0,0,0,0,
CK542,CT2021_032,32,1420,1422,20,spoon,52,26,corner,Y,21_046,NA,NA,NA,989.0010333,96888,NA,NA,NA,0,0,0,0.4,0.4,0,0,0,0,0,skipped scales to save time
CK543,CT2021_032,32,1425,1427,24,flasher,58,30,corner,Y,21_047,NA,8043,26-30,989.0010333,96845,NA,NA,NA,0,0,0,0.9,0.7,0,0,0,0,0,
CK544,CT2021_032,32,1427,1431,24,flasher,73,39,corner,Y,21_048,209,8043,31-35,989.0010333,96908,220,10042,V13P,0,0,1,2.3,2.1,0,0,0,0,0,
CK545,CT2021_033,33,1449,1454,24,flasher,76,45,corner,Y,21_049,210,8043,36-40,989.0010333,96855,218,10040,V13P,0,1,1,8.7,9,0,0,0,0,0,
CK546,CT2021_034,34,1509,1514,20,flasher,70,38,corner,Y,21_050,211,8043,46-50,989.0010333,96868,221,10043,V13P,0,1,1,0.9,1.1,0,0,0,0,0,
CK547,CT2021_034,34,1515,1518,20,spoon,56,30,corner,Y,21_051,NA,NA,NA,989.0010333,96867,NA,NA,NA,1,1,1,0.6,0.7,0,0,0,0,0,skipped scales
CK548,CT2021_035,35,1536,1539,20,flasher,64,34,corner,N,21_052,NA,8031,5-Jan,989.0010333,96847,NA,NA,NA,1,0,1,1.7,1.4,0,0,0,0,0,
CK549,CT2021_036,36,1606,1609,20,flasher,65,37,eye,Y,21_053,NA,8031,10-Jun,989.0010333,96915,NA,NA,NA,3,1,1,3.6,3.8,0,0,0,0,0,
CK551,CT2021_037,37,919,923,26,flasher,73,40,foul,Y,21_061,NA,8031,15-Nov,989.0010333,96848,212,10009,V13P_redeploy,2,0,2,3,3,0,0,0,0,0,hooked in operculum and bleeding so rdeployed tag
CK552,CT2021_037,37,928,931,26,flasher,66,36,corner,Y,21_062,NA,8031,16-20,989.0010333,96836,NA,NA,NA,0,1,0,3.3,3.9,0,0,0,0,0,
CK553,CT2021_047,47,1605,1610,22,spoon,81,46,corner,N,21_063,212,8031,21-25,989.0010333,96881,222,10044,V13P,1,2,2,5.9,6.5,0,0,0,0,0,
CK554,CT2021_048,48,810,814,20,flasher,64,35,corner,Y,21_064,NA,8041,5-Jan,989.0010333,96862,NA,NA,NA,0,1,2,1.1,1,0,0,0,0,0,
CK555,CT2021_048,48,815,818,20,flasher,64,36,corner,Y,21_065,213,8041,10-Jun,989.0010333,96894,223,10045,V13P,0,1,2,1.6,1.3,0,0,0,0,0,
CK556,CT2021_049,49,821,824,20,flasher,58,35,corner,Y,21_066,NA,8041,15-Nov,989.0010333,96872,NA,NA,NA,0,1,1,2.5,2.2,0,0,0,0,0,
CK557,CT2021_049,49,838,842,10,spoon,67,42,lower jaw,Y,21_067,214,8041,16-20,989.0010333,96871,224,10046,V13P,0,0,1,4.4,3.5,0,0,0,0,0,
CK558,CT2021_050,50,857,902,20,flasher,66,39,corner,Y,21_068,215,8041,21-25,989.0010333,96856,225,10047,V13P,1,0,2,10.7,11.2,0,0,0,0,0,
CK559,CT2021_050,50,907,912,18,spoon,82,52,corner,N,21_069,216,8041,26-30,989.0010333,96885,226,10048,V13P,0,0,1,15,16.6,0,0,0,0,0,
CK560,CT2021_050,50,913,915,20,flasher,60,37,corner,Y,21_070,NA,8041,31-35,989.0010333,96912,NA,NA,NA,1,1,1,2.9,3,0,0,0,0,0,
CK561,CT2021_051,51,918,921,20,flasher,52,30,corner,Y,21_071,NA,8041,36-40,989.0010333,96906,NA,NA,NA,2,2,2,5.2,3.2,0,0,0,0,0,scarring
CK562,CT2021_051,51,931,933,18,spoon,52,28,corner,Y,21_072,NA,8041,41-45,989.0010333,96882,NA,NA,NA,2,0,0,2.8,2.2,0,0,0,0,0,
CK563,CT2021_051,51,941,944,20,flasher,52,29,foul,Y,21_073,NA,8041,46-50,NA,NA,NA,NA,NA,3,0,0,0.9,0.8,NA,NA,NA,NA,NA,landed dead
CK564,CT2021_051,51,948,951,20,flasher,61,31,corner,N,21_074,NA,8036,5-Jan,989.0010333,96839,NA,NA,NA,0,1,0,0.6,0.5,0,0,0,0,0,
CK565,CT2021_052,52,1106,1110,24,flasher,65,38,corner,N,21_075,217,8036,10-Jun,989.0010333,96838,227,15724,V13P,0,1,1,3.9,4.1,0,0,0,0,0,
CK566,CT2021_054,54,1255,1259,20,spoon,67,38,corner,Y,21_076,218,8036,15-Nov,989.0010333,96837,228,15725,V13P,0,1,1,7.2,8,0,0,0,0,0,
CK567,CT2021_058,58,1300,1303,24,flasher,63,34,corner,Y,21_077,NA,8036,16-20,989.0010333,96840,NA,NA,NA,0,1,1,2.4,3,0,0,0,0,0,
CK568,CT2021_058,58,1516,1519,24,flasher,60,34,corner,Y,21_078,NA,8036,21-25,989.0010333,96857,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,
CK569,CT2021_063,63,1600,1603,20,flasher,62,33,corner,Y,21_079,NA,8036,26-30,989.0010333,96925,NA,NA,NA,1,1,1,0.9,1,0,0,0,0,0,
CK570,CT2021_065,65,909,913,22,flasher,68,38,eye,N,21_081,NA,8044,5-Jan,989.0010333,96833,NA,NA,NA,3,1,1,1,0.9,0,0,0,0,0,
CK571,CT2021_065,65,924,928,28,flasher,71,40,corner,Y,21_082,219,8044,10-Jun,989.0010333,96898,229,15726,V13P,1,1,1,1.6,1.9,0,0,0,0,0,
CK572,CT2021_066,66,959,1002,28,flasher,64,36,corner,N,21_083,NA,8044,15-Nov,989.0010333,96895,NA,NA,NA,0,2,1,1.7,1.7,0,0,0,0,0,
CK573,CT2021_067,67,1026,1030,28,flasher,72,40,corner,Y,21_084,220,8044,16-20,989.0010333,96896,230,15727,V13P,1,0,1,4,4.2,0,0,0,0,0,
CK574,CT2021_068,68,1044,1049,22,spoon,75,44,corner,Y,21_085,221,8044,21-25,989.0010333,96859,231,15728,V13P,2,0,1,6.6,4.4,0,0,0,0,0,scarring from predator
CK575,CT2021_072,72,1236,1242,32,flasher,81,46,eye,Y,21_086,222,8044,26-30,989.0010333,96851,232,15729,V13P_redeploy,3,1,1,4.3,4.7,0,0,0,0,0,coded as redeploy because blood in eye
CK576,CT2021_073,73,1303,1306,32,flasher,64,35,corner,Y,21_087,NA,8044,31-35,989.0010333,96913,NA,NA,NA,0,1,0,2.2,2.2,0,0,0,0,0,
CK577,CT2021_073,73,1330,1334,32,flasher,72,45,corner,N,21_088,223,8044,36-40,989.0010333,96884,233,15730,V13P,0,1,1,9.2,10.4,0,0,0,0,0,
CK578,CT2021_075,75,1427,1431,22,flasher,81,46,corner,Y,21_089,224,8044,41-45,989.0010333,96843,234,15731,V13P,2,0,1,2.4,2.3,0,0,0,0,0,
CK579,CT2021_076,76,1440,1443,22,flasher,47,25,snout,N,21_090,NA,8044,46-50,989.0010333,96854,NA,NA,NA,0,1,1,0.4,0.3,0,0,0,0,0,
CK580,CT2021_081,81,910,NA,18,spoon,50,26,foul,N,21_101,NA,8035,5-Jan,989.0010333,NA,NA,NA,NA,3,0,0,0.4,0.5,NA,NA,NA,NA,NA,landed dead
CK581,CT2021_084,84,1032,1036,26,flasher,54,29,corner,Y,21_102,NA,8035,10-Jun,989.0010333,96899,NA,NA,NA,2,0,0,0.4,0.4,0,0,0,0,0,
CK582,CT2021_085,85,1113,1117,24,flasher,53,29,corner,N,21_103,NA,8035,15-Nov,989.0010333,96928,NA,NA,NA,0,1,0,0.3,0.3,0,0,0,0,0,
CK583,CT2021_087,87,1156,1159,16,spoon,54,30,corner,Y,21_104,NA,8035,16-20,989.0010333,96890,NA,NA,NA,0,0,0,0.6,0.6,0,0,0,0,0,
CK584,CT2021_090,90,1340,1342,28,flasher,59,35,corner,Y,21_105,NA,8035,21-25,989.0010333,96877,NA,NA,NA,0,1,0,2.7,3.2,0,0,0,0,0,
CK585,CT2021_091,91,1407,1411,16,spoon,69,40,corner,Y,21_106,225,8035,26-30,989.0010333,96850,235,15732,V13P,0,1,2,3.7,3.6,0,0,0,0,0,
CK586,CT2021_093,93,1503,1505,28,flasher,50,26,eye,Y,21_107,NA,8035,31-35,989.0010333,96860,NA,NA,NA,3,2,0,0.3,0.3,0,0,0,0,0,
CK587,CT2021_093,93,1519,1524,16,spoon,67,38,corner,N,21_108,NA,8035,36-40,989.0010333,96923,214,9999,V13P_redeploy,3,1,1,1.4,1.3,0,0,0,0,0,redeployed due to deep hooking in cheek
CK588,CT2021_094,94,617,620,12,flasher,62,36,lower jaw,Y,21_109,NA,8045,5-Jan,989.0010333,96892,NA,NA,NA,2,1,2,3,3.2,0,0,0,0,0,humped
CK589,CT2021_094,94,626,631,18,flasher,66,40,corner,Y,21_110,226,8045,10-Jun,989.0010333,96861,236,15733,V13P,0,2,2,3.4,3.7,0,0,0,0,0,
CK590,CT2021_094,94,637,640,18,flasher,62,34,corner,Y,21_111,NA,8045,15-Nov,989.0010333,96918,NA,NA,NA,2,1,1,1.6,1.3,0,0,0,0,0,
CK591,CT2021_094,94,644,647,12,flasher,63,36,corner,Y,21_112,NA,8045,16-20,989.0010333,96846,NA,NA,NA,1,0,1,1.6,1.5,0,0,0,0,0,
CK592,CT2021_094,94,648,651,18,flasher,56,32,corner,Y,21_113,NA,8045,21-25,989.0010333,96876,NA,NA,NA,0,1,0,0.6,0.6,0,0,0,0,0,
CK593,CT2021_095,95,653,656,18,flasher,66,36,lower jaw,Y,21_114,NA,8045,26-30,989.0010333,96922,NA,NA,NA,3,0,0,9,9.7,0,0,0,0,0,blood
CK594,CT2021_095,95,656,659,12,flasher,52,29,corner,Y,21_115,NA,8045,31-35,989.0010333,96889,NA,NA,NA,0,0,0,0.4,0.4,0,0,0,0,0,
CK595,CT2021_096,96,740,743,18,flasher,50,28,corner,Y,21_116,NA,8045,36-40,989.0010333,96917,NA,NA,NA,0,0,0,1.6,1.9,0,0,0,0,0,
CK596,CT2021_097,97,807,811,8,spoon,57,34,corner,N,21_117,NA,8045,41-45,989.0010333,96916,NA,NA,NA,0,1,0,2.8,3.3,0,0,0,0,0,
CK597,CT2021_099,99,903,907,12,flasher,58,33,corner,N,21_118,NA,8045,46-50,989.0010333,96835,NA,NA,NA,0,0,0,4.3,4.9,0,0,0,0,0,
CK598,CT2021_101,101,955,959,12,flasher,64,36,corner,Y,21_119,227,8046,5-Jan,989.0010333,96878,237,15734,V13P,0,1,0,1.1,1.7,0,0,0,0,0,
CK599,CT2021_101,101,1001,1004,20,flasher,62,35,lower jaw,Y,21_120,NA,8046,10-Jun,989.0010333,96832,NA,NA,NA,2,1,1,3.2,3.6,0,0,0,0,0,blood
CK600,CT2021_103,103,1043,1047,14,flasher,63,35,corner,N,21_121,228,8046,15-Nov,989.0010333,96904,239,12886,V13P,0,1,1,2.1,2.9,0,0,0,0,0,
CK601,CT2021_103,103,1057,1100,12,flasher,53,30,corner,Y,21_122,NA,8046,16-20,989.0010333,96863,NA,NA,NA,0,1,0,0.4,0.4,0,0,0,0,0,
CK602,CT2021_104,104,1128,1131,20,flasher,57,31,corner,Y,21_123,NA,8046,21-25,989.0010333,96909,NA,NA,NA,0,0,0,2,2,0,0,0,0,0,
CK603,CT2021_105,105,1151,1155,12,flasher,65,37,corner,Y,21_124,NA,8046,26-30,989.0010333,96865,238,10398,V13P_redeploy,1,1,1,1.7,1.7,0,0,0,0,0,sea lion present so redeployed; recaptured (see file)
CK604,CT2021_105,105,1158,1201,12,flasher,59,38,lower jaw,Y,21_125,NA,8046,31-35,989.0010333,96897,NA,NA,NA,3,1,1,2.6,3.5,0,0,0,0,0,blood
CK605,CT2021_106,106,1217,1220,12,spoon,57,37,lower jaw,Y,21_126,NA,8046,36-40,989.0010333,96903,NA,NA,NA,3,1,1,3.3,2.9,0,0,0,0,0,
CK606,CT2021_106,106,1223,1226,8,flasher,55,29,eye,Y,21_127,NA,8046,41-45,989.0010333,96929,NA,NA,NA,3,0,1,0.6,0.4,0,0,0,0,0,
CK607,CT2021_107,107,1307,1305,12,flasher,50,27,lower jaw,Y,21_128,NA,8046,46-50,989.0010333,96893,NA,NA,NA,0,0,0,0.3,0.3,0,0,0,0,0,
CK608,CT2021_107,107,1310,1314,18,flasher,64,35,corner,Y,21_129,229,8097,5-Jan,989.0010333,96864,240,12887,V13P,0,0,1,2,2.3,0,0,0,0,0,
CK609,CT2021_108,108,1332,1335,16,spoon,63,36,lower jaw,Y,21_130,NA,8097,10-Jun,989.0010333,96870,NA,NA,NA,2,0,1,1,1.1,0,0,0,0,0,blood
CK610,CT2021_108,108,1337,1342,14,spoon,72,43,corner,N,21_131,230,8097,15-Nov,989.0010333,96858,241,12888,V13P,1,0,1,9.2,10.9,0,0,0,0,0,
CK611,CT2021_108,108,1345,1348,8,spoon,56,31,corner,Y,21_132,NA,8097,16-20,989.0010333,96907,NA,NA,NA,0,0,1,0.5,0.7,0,0,0,0,0,
CK612,CT2021_109,109,1354,1359,16,flasher,82,48,corner,Y,21_133,231,8097,21-25,989.0010333,96842,242,12889,V13P,0,2,1,5.5,4.8,0,0,0,0,0,RECAPTURED (see file)
CK613,CT2021_109,109,1415,1419,10,flasher,66,40,corner,N,21_134,NA,8097,26-30,989.0010333,96841,NA,NA,NA,0,3,1,1,1.2,0,0,0,0,0,
CK614,CT2021_110,110,1420,1424,18,flasher,80,43,snout,Y,21_135,232,8097,31-35,989.0010333,96883,243,12890,V13P,0,1,1,5.1,4.9,0,0,0,0,0,PIT bleed
CK615,CT2021_110,110,1424,1426,18,flasher,55,33,corner,N,21_136,NA,8097,36-40,989.0010306,19767,NA,NA,NA,0,1,0,0.7,1,0,0,0,0,0,
CK616,CT2021_111,111,1446,1450,16,flasher,68,39,lower jaw,Y,21_137,233,8097,41-45,989.0010306,19830,244,12891,V13P,2,0,1,0.8,1.1,0,0,0,0,0,
CK617,CT2021_112,112,1540,1544,18,flasher,79,45,corner,Y,21_138,234,8097,46-50,989.0010306,19816,245,12892,V13P,1,2,1,8.2,7.8,0,0,0,0,0,
CK618,CT2021_113,113,1548,1551,16,flasher,59,34,lower jaw,Y,21_139,NA,8098,5-Jan,989.0010306,19850,NA,NA,NA,0,2,1,2.3,2.5,0,0,0,0,0,
CK619,CT2021_116,116,910,913,18,spoon,57,30,corner,Y,21_141,NA,8099,5-Jan,989.0010306,19847,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,
CK620,CT2021_117,117,935,939,28,flasher,65,37,corner,Y,21_142,301,8099,10-Jun,989.0010306,19768,246,12893,V13P,2,1,2,1.7,1.9,0,0,0,0,0,
CK621,CT2021_117,117,941,944,24,spoon,63,38,corner,Y,21_143,NA,8099,15-Nov,989.0010306,19781,NA,NA,NA,1,1,1,3.1,4.1,0,0,0,0,0,
CK622,CT2021_117,117,946,948,28,flasher,56,31,corner,Y,21_144,NA,8099,16-20,989.0010306,19783,NA,NA,NA,2,0,0,1.7,1.8,0,0,0,0,0,
CK623,CT2021_119,119,1047,1051,30,flasher,76,45,corner,N,21_145,302,8099,21-25,989.0010306,19842,247,12894,V13P,1,0,1,10.9,9.6,0,0,0,0,0,RECAPTURED (see file)
CK624,CT2021_126,126,1410,1414,32,flasher,77,46,corner,N,21_146,303,8099,26-30,989.0010306,19797,248,12895,V13P,0,0,2,2.7,2.7,0,0,0,0,0,
CK625,CT2021_129,129,616,621,20,spoon,94,58,corner,N,21_147,304,8096,5-Jan,989.0010306,19813,249,12896,V13P,0,1,1,13.5,12.4,0,0,0,0,0,
CK626,CT2021_129,129,622,625,20,flasher,57,34,corner,N,21_148,NA,8096,10-Jun,989.0010306,19762,NA,NA,NA,0,0,0,1.2,1.3,0,0,0,0,0,
CK627,CT2021_130,130,629,631,24,flasher,55,31,corner,Y,21_149,NA,8096,15-Nov,989.0010306,19791,NA,NA,NA,0,1,0,0.4,0.6,0,0,0,0,0,
CK628,CT2021_130,130,633,639,24,flasher,72,43,corner,N,21_150,305,8096,16-20,989.0010306,19843,250,12897,V13P,0,0,1,5.7,6.9,0,0,0,0,0,RECAPTURED (see file)
CK629,CT2021_130,130,651,655,26,flasher,65,38,foul,Y,21_151,NA,8096,21-25,989.0010306,19778,NA,NA,NA,1,0,1,4.1,4.6,1,1,1,0,0,hooked in gill; dazed but alive
CK630,CT2021_130,130,658,700,18,flasher,54,30,corner,N,21_152,NA,8096,26-30,989.0010306,19764,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,
CK631,CT2021_131,131,702,706,24,flasher,56,30,lower jaw,Y,21_153,NA,8096,31-35,989.0010306,19772,NA,NA,NA,2,1,0,0.6,0.8,0,0,0,0,0,
CK632,CT2021_131,131,718,721,20,spoon,71,41,eye,Y,21_154,NA,8096,36-40,989.0010306,19798,NA,NA,NA,3,0,1,2.7,3.8,0,0,0,0,0,
CK633,CT2021_131,131,722,725,24,flasher,55,29,foul,N,21_155,NA,8096,41-45,989.0010306,19817,NA,NA,NA,3,0,0,0.6,0.8,0,0,0,0,0,
CK634,CT2021_132,132,757,800,20,spoon,65,34,corner,Y,21_156,NA,8096,46-50,989.0010306,19815,NA,NA,NA,0,1,0,1.1,1.7,0,0,0,0,0,
CK635,CT2021_134,134,841,846,16,flasher,79,52,lower jaw,Y,21_157,306,8098,10-Jun,989.0010306,19765,251,12840,V13P,0,1,0,14.9,16.2,0,0,0,0,0,
CK636,CT2021_138,138,1034,1039,24,flasher,82,46,corner,Y,21_158,160,8098,15-Nov,989.0010306,19795,252,12841,V13P,0,1,1,14.9,13.3,0,0,0,0,0,gill numbers jump due to old vials
CK637,CT2021_138,138,1041,1043,24,flasher,81,48,eye,Y,21_159,NA,8098,16-20,989.0010306,19845,NA,NA,NA,3,0,0,6.9,7.5,0,0,0,0,0,
CK638,CT2021_143,143,1303,1306,16,flasher,65,37,corner,Y,21_160,NA,8098,21-25,989.0010306,19788,NA,NA,NA,3,0,1,1.7,1.6,0,0,0,0,0,
CK639,CT2021_143,143,1322,1327,24,flasher,69,37,corner,Y,21_161,161,8098,26-30,989.0010306,19786,253,12842,V13P,1,1,1,3.7,3.5,0,0,0,0,0,RECAPTURED (see file)
CK640,CT2021_144,144,1344,1349,24,flasher,69,42,corner,N,21_162,162,8098,31-35,989.0010306,19855,254,12843,V13P,0,2,1,13.3,13.2,0,0,0,0,0,
CK641,CT2021_145,145,1423,1426,20,flasher,57,33,corner,Y,21_163,NA,8098,36-40,989.0010306,19829,NA,NA,NA,1,1,1,1.7,1.9,0,0,0,0,0,
CK642,CT2021_145,145,1427,1430,20,flasher,66,37,corner,Y,21_164,NA,8098,41-45,989.0010306,19785,255,12844,V13P,2,1,1,1.7,1.6,0,0,0,0,0,
CK643,CT2021_146,146,1437,1442,20,flasher,70,40,snout,Y,21_165,163,8098,46-50,989.0010306,19776,256,12845,V13P,1,1,1,4.4,5,0,0,0,0,0,
CK644,CT2021_146,146,1447,1450,12,flasher,64,36,corner,Y,21_166,NA,8100,5-Jan,989.0010306,19809,NA,NA,NA,0,0,1,2.4,2.7,0,0,0,0,0,
CK645,CT2021_146,146,1452,1455,12,flasher,53,29,corner,Y,21_167,NA,8100,10-Jun,989.0010306,19803,NA,NA,NA,0,0,0,2,2.3,0,0,0,0,0,
CK646,CT2021_147,147,1500,1505,20,flasher,66,36,snout,N,21_168,NA,8100,15-Nov,989.0010306,19839,257,12846,V13P,0,1,1,2.6,2.3,0,0,0,0,0,gill taken but vials misordered and removed
CK647,CT2021_147,147,1505,1508,20,flasher,58,31,corner,N,21_169,NA,8100,16-20,989.0010306,19774,NA,NA,NA,0,0,0,1,0.7,0,0,0,0,0,
CK648,CT2021_147,147,1508,1513,20,flasher,69,38,corner,Y,21_170,NA,8100,21-25,989.0010306,19770,258,12847,V13P,0,1,1,3.8,3.3,0,0,0,0,0,gill taken but vials misordered and removed
CK649,CT2021_147,147,1513,1516,20,flasher,59,33,corner,Y,21_171,NA,8100,26-30,989.0010306,19761,NA,NA,NA,0,0,0,1.5,1.8,0,0,0,0,0,
CK650,CT2021_147,147,1524,1527,16,spoon,59,33,lower jaw,N,21_172,NA,8100,31-35,989.0010306,19859,NA,NA,NA,0,0,0,4,4.4,0,0,0,0,0,
CK651,CT2021_149,149,601,604,18,flasher,54,30,corner,Y,21_181,NA,8052,5-Jan,989.0010306,19793,NA,NA,NA,0,1,0,1.3,1.1,0,0,0,0,0,
CK652,CT2021_150,150,621,625,18,flasher,61,36,corner,Y,21_182,NA,8052,10-Jun,989.0010306,19804,NA,NA,NA,0,0,0,2.9,3.7,0,0,0,0,0,
CK653,CT2021_150,150,625,628,18,flasher,62,34,corner,Y,21_183,NA,8052,15-Nov,989.0010306,19801,NA,NA,NA,0,1,0,2.1,2.5,0,0,0,0,0,
CK654,CT2021_150,150,631,634,14,spoon,59,32,corner,Y,21_184,NA,8052,16-20,989.0010306,19827,NA,NA,NA,0,0,0,3.4,2.8,0,0,0,0,0,
CK655,CT2021_150,150,633,636,6,spoon,57,35,corner,Y,21_185,NA,8052,21-25,989.0010306,19763,NA,NA,NA,NA,NA,NA,4.9,4.1,0,0,0,0,0,
CK656,CT2021_150,150,642,646,14,spoon,63,36,lower jaw,N,21_186,NA,8052,26-30,989.0010306,19811,259,12848,V13P,2,0,0,2.2,2.3,0,0,0,0,0,gill taken but vials misordered and removed
